var0,var1,var2,var3,var4,var5,var6,var7,var8,Class
4120,-4.8275,-1.5324,0.33332,0.33306,0.3336,0.66741,0.33312,0.33361,4
4121,-4.3636,-1.0818,0.33399,0.33345,0.33399,0.66731,0.33396,0.33304,4
4122,-4.2966,-0.70706,0.33397,0.33317,0.33384,0.66792,0.33322,0.33359,4
4123,-4.4177,-1.4718,0.33396,0.33387,0.3338,0.66754,0.3336,0.33304,4
4124,-5.243,-1.4136,0.3339,0.33376,0.33393,0.66716,0.33371,0.33356,4
4125,-4.4383,-1.2641,0.33362,0.33318,0.3333,0.66732,0.33355,0.33333,4
4126,-4.3834,-1.4682,0.33374,0.33374,0.33354,0.6677,0.33392,0.33388,4
4127,-4.6954,-1.3091,0.33304,0.33383,0.33327,0.66708,0.33356,0.33324,4
4128,-4.8556,-1.4213,0.33383,0.33336,0.3338,0.66783,0.334,0.33392,4
4129,-5.1726,-0.8015,0.33394,0.33346,0.33352,0.66707,0.33366,0.33355,4
4130,-4.4626,-0.71907,0.33388,0.33306,0.33383,0.66775,0.33336,0.33394,4
4131,-5.2038,-0.79256,0.33391,0.33311,0.33355,0.66747,0.33392,0.33309,4
4132,-5.094,-0.68177,0.33354,0.33386,0.33359,0.66709,0.33387,0.33378,4
4133,-5.0154,-0.95018,0.33362,0.33341,0.33338,0.66737,0.33384,0.33389,4
4134,-4.8076,-0.96676,0.33386,0.33386,0.33382,0.66769,0.33368,0.33353,4
4135,-4.9791,-0.7654,0.33353,0.33319,0.33332,0.66749,0.33351,0.33355,4
4136,-5.2138,-1.2406,0.33322,0.33335,0.33385,0.66742,0.33397,0.33332,4
4137,-4.7842,-0.92615,0.33368,0.33397,0.33339,0.66712,0.33376,0.33352,4
4138,-4.8592,-1.3173,0.33371,0.33377,0.33329,0.66749,0.33343,0.33359,4
4139,-4.5825,-0.48227,0.33351,0.33337,0.33357,0.6679,0.33325,0.33393,4
4140,-5.2902,-0.73442,0.33311,0.33357,0.33384,0.6677,0.33383,0.33352,4
4141,-4.9584,-0.95787,0.33315,0.3338,0.3335,0.66711,0.33332,0.33305,4
4142,-4.7008,-1.2371,0.33311,0.33352,0.33348,0.66764,0.33372,0.33376,4
4143,-5.2109,-0.50624,0.33336,0.33358,0.33367,0.66742,0.3339,0.33391,4
4144,-5.0559,-0.80629,0.33326,0.33352,0.33357,0.6675,0.33346,0.33373,4
4145,-4.7257,-0.62037,0.33345,0.33373,0.33327,0.66721,0.33365,0.33346,4
4146,-4.761,-0.41216,0.33318,0.33333,0.33301,0.66784,0.33359,0.3336,4
4147,-4.3615,-0.63896,0.33324,0.33345,0.33346,0.66731,0.33345,0.33324,4
4148,-4.5602,-0.89549,0.33347,0.33361,0.33388,0.66765,0.33311,0.33358,4
4149,-4.751,-1.2761,0.33365,0.33349,0.33354,0.66748,0.33363,0.33388,4
4150,-5.2377,-0.44711,0.33347,0.33315,0.3334,0.66777,0.33363,0.33338,4
4151,-4.5198,-0.54081,0.33332,0.33326,0.33356,0.66711,0.33374,0.33394,4
4152,-4.3411,-0.34304,0.33322,0.33394,0.33354,0.66716,0.33378,0.33399,4
4153,-4.7905,-0.87873,0.33384,0.33342,0.33333,0.66795,0.33372,0.33394,4
4154,-4.4359,-1.1508,0.33329,0.33377,0.33304,0.66764,0.3332,0.33356,4
4155,-4.9117,-0.44122,0.33395,0.33351,0.33384,0.66787,0.33335,0.33338,4
4156,-4.4973,-0.75098,0.33376,0.33338,0.33354,0.66722,0.33303,0.33321,4
4157,-4.4842,-0.71804,0.3334,0.33391,0.33372,0.6679,0.33304,0.33345,4
4158,-4.3571,-0.46423,0.33377,0.33359,0.33337,0.66701,0.33359,0.33379,4
4159,-5.0962,-0.93517,0.3338,0.33301,0.33319,0.66773,0.33343,0.33397,4
4160,-4.891,-0.2661,0.33302,0.3333,0.33333,0.66727,0.33337,0.33361,4
4161,-4.8481,-1.0055,0.334,0.33395,0.33381,0.66704,0.33385,0.33354,4
4162,-4.6971,-0.79688,0.33329,0.33371,0.33321,0.66777,0.33384,0.33306,4
4163,-4.8424,-0.26798,0.33394,0.33371,0.33314,0.6675,0.33304,0.33399,4
4164,-5.049,-0.99626,0.33397,0.33301,0.33333,0.66743,0.33368,0.3332,4
4165,-4.5632,-0.13404,0.33333,0.3337,0.33326,0.66772,0.33327,0.33333,4
4166,-4.9572,-0.0421,0.33333,0.33332,0.33367,0.66716,0.33353,0.33323,4
4167,-5.0931,-0.65898,0.33326,0.33339,0.33358,0.66793,0.33346,0.33368,4
4168,-4.3413,-0.8835,0.33323,0.33357,0.33342,0.66743,0.33342,0.33355,4
4169,-5.2314,-0.56199,0.33354,0.33383,0.33345,0.6675,0.33357,0.33327,4
4170,-4.4756,-0.88103,0.33322,0.33334,0.33363,0.66763,0.33361,0.33377,4
4171,-5.3191,-0.13918,0.33329,0.33344,0.33391,0.6678,0.33323,0.3338,4
4172,-4.5656,-0.47452,0.33329,0.33305,0.33304,0.66796,0.33323,0.33363,4
4173,-5.2927,-0.17758,0.33369,0.33382,0.33374,0.66723,0.33369,0.33346,4
4174,-4.9461,-0.17396,0.33307,0.33349,0.33329,0.66795,0.33304,0.33391,4
4175,-4.577,-0.61797,0.33374,0.33301,0.33314,0.66763,0.33361,0.33343,4
4176,-5.286,-0.60427,0.3332,0.33395,0.33318,0.66738,0.33376,0.33341,4
4177,-5.0752,-0.82615,0.33372,0.33326,0.33371,0.66753,0.33396,0.33307,4
4178,-4.6015,-0.73881,0.33321,0.33315,0.3338,0.66783,0.33328,0.33312,4
4179,-4.7089,-0.44423,0.33385,0.33304,0.33308,0.66704,0.33393,0.33386,4
4180,-4.3472,-0.37609,0.33387,0.33356,0.33323,0.66758,0.33384,0.33327,4
4181,-4.4407,-0.69855,0.33377,0.33351,0.33363,0.66719,0.33334,0.33378,4
4182,-4.7741,0.18132,0.33306,0.33302,0.3331,0.66725,0.33305,0.33321,4
4183,-4.6729,0.12497,0.33381,0.33377,0.3337,0.66741,0.33304,0.33353,4
4184,-4.5584,-0.17905,0.33381,0.33397,0.33334,0.66763,0.33302,0.33322,4
4185,-4.7443,-0.67549,0.33304,0.33307,0.33367,0.66767,0.33369,0.33313,4
4186,-4.7363,0.13781,0.33384,0.33395,0.33326,0.66798,0.33321,0.33324,4
4187,-4.8129,0.1645,0.33377,0.33373,0.33324,0.66754,0.3338,0.33364,4
4188,-4.6137,-0.3436,0.33316,0.3332,0.33361,0.66785,0.33393,0.33307,4
4189,-4.9112,-0.14478,0.33383,0.33308,0.3335,0.66701,0.33355,0.33312,4
4190,-4.3972,-0.60115,0.33379,0.33319,0.333,0.66745,0.33338,0.33355,4
4191,-4.6823,-0.21571,0.33368,0.33383,0.33352,0.6678,0.33366,0.33399,4
4192,-5.0603,0.32795,0.33397,0.33378,0.33338,0.66713,0.33307,0.334,4
4193,-5.0341,0.19165,0.33393,0.33306,0.33363,0.6673,0.33386,0.33358,4
4194,-4.8787,0.20377,0.33331,0.33334,0.33388,0.66767,0.33332,0.33325,4
4195,-4.696,-0.0035418,0.33351,0.33308,0.33351,0.66729,0.33303,0.33327,4
4196,-4.7759,0.12449,0.33384,0.33396,0.33356,0.6677,0.33395,0.33302,4
4197,-4.8983,-0.16028,0.33386,0.3336,0.33301,0.66799,0.33394,0.3339,4
4198,-4.5273,-0.49167,0.33307,0.33335,0.333,0.66723,0.33361,0.33336,4
4199,-5.1436,0.22992,0.33345,0.33312,0.33335,0.66739,0.33301,0.33387,4
4200,-4.7502,-0.44281,0.33319,0.33324,0.33364,0.66778,0.33333,0.33322,4
4201,-5.1952,-0.27254,0.33381,0.3338,0.33337,0.6674,0.33306,0.33399,4
4202,-4.3096,-0.27613,0.33376,0.3333,0.3334,0.66743,0.33351,0.33389,4
4203,-4.5362,0.43733,0.33332,0.33334,0.33339,0.66756,0.33348,0.33352,4
4204,-5.1644,-0.12356,0.33385,0.33326,0.33362,0.66751,0.33367,0.33303,4
4205,-4.5061,-0.18807,0.33344,0.33319,0.33352,0.66792,0.33353,0.33348,4
4206,-4.5822,-0.27469,0.33381,0.3334,0.33359,0.66738,0.33393,0.33337,4
4207,-4.7384,-0.16231,0.33346,0.33362,0.33347,0.66722,0.33345,0.33319,4
4208,-5.2699,0.05835,0.33392,0.33352,0.3332,0.66752,0.33329,0.33383,4
4209,-4.7682,-0.22687,0.33318,0.33339,0.33377,0.66792,0.33304,0.33334,4
4210,-5.2196,0.33261,0.3337,0.33374,0.33318,0.66753,0.33328,0.33368,4
4211,-5.0246,0.4658,0.33355,0.33319,0.33394,0.66787,0.33354,0.33376,4
4212,-4.8826,0.41797,0.33324,0.33303,0.33338,0.66725,0.33393,0.33372,4
4213,-4.9908,0.49068,0.33386,0.33395,0.33326,0.66737,0.3337,0.33376,4
4214,-5.0192,0.49893,0.33349,0.33311,0.33388,0.66762,0.33305,0.33378,4
4215,-4.7223,0.14209,0.33384,0.33329,0.33302,0.66735,0.33377,0.33327,4
4216,-4.6061,-0.020656,0.33354,0.33356,0.33342,0.66767,0.3339,0.33354,4
4217,-5.2515,0.6003,0.33354,0.33355,0.33375,0.66746,0.33312,0.33356,4
4218,-4.4274,0.22579,0.3337,0.3337,0.33338,0.66766,0.33373,0.33378,4
4219,-4.5295,0.05095,0.33331,0.33335,0.33302,0.6678,0.3332,0.33301,4
4220,-4.9383,0.78788,0.33399,0.33307,0.33377,0.66754,0.33365,0.33361,4
4221,-4.6391,0.57883,0.33351,0.33337,0.33355,0.66721,0.33301,0.33371,4
4222,-4.6406,0.60134,0.33381,0.33369,0.33386,0.66713,0.33397,0.33395,4
4223,-5.1744,-0.18285,0.33391,0.33392,0.3335,0.66727,0.33382,0.3332,4
4224,-5.0851,-0.074874,0.33323,0.33302,0.33333,0.66733,0.33307,0.33392,4
4225,-5.256,-0.098252,0.33361,0.33396,0.33374,0.66754,0.33345,0.3334,4
4226,-4.7967,0.2262,0.33316,0.33329,0.3335,0.66756,0.33341,0.33351,4
4227,-4.5831,0.86701,0.3338,0.33353,0.33316,0.66736,0.33323,0.33325,4
4228,-4.5398,0.49874,0.3339,0.33353,0.33302,0.6675,0.33373,0.33389,4
4229,-5.2152,0.66876,0.33393,0.33313,0.33322,0.66709,0.33377,0.33331,4
4230,-4.5295,0.11281,0.33389,0.33305,0.33315,0.66772,0.33354,0.33309,4
4231,-4.2445,0.26851,0.33329,0.33363,0.33326,0.66736,0.33312,0.33395,4
4232,-5.1049,0.078714,0.33333,0.33319,0.33342,0.66724,0.33378,0.33327,4
4233,-4.3155,0.51525,0.3339,0.33339,0.33392,0.66757,0.33381,0.33396,4
4234,-4.4897,0.94369,0.33357,0.33368,0.3335,0.66704,0.33366,0.33358,4
4235,-4.2585,0.61654,0.33343,0.33303,0.33319,0.6672,0.33361,0.33335,4
4236,-4.8853,0.48628,0.33387,0.33343,0.33319,0.66799,0.33308,0.3333,4
4237,-4.4949,0.37984,0.33316,0.33315,0.33325,0.66713,0.3331,0.33335,4
4238,-4.6867,0.19406,0.33354,0.33355,0.33332,0.66795,0.33333,0.33319,4
4239,-4.6837,0.9492,0.33315,0.33345,0.33301,0.66735,0.3332,0.33385,4
4240,-4.509,0.78089,0.33369,0.3339,0.3331,0.66709,0.33329,0.33365,4
4241,-4.4287,0.30436,0.33304,0.33329,0.33345,0.66769,0.33389,0.33332,4
4242,-4.9331,0.78997,0.33305,0.33359,0.33306,0.66779,0.33377,0.33357,4
4243,-4.3987,0.55823,0.33324,0.33313,0.33398,0.66778,0.33391,0.33329,4
4244,-4.9981,0.20242,0.33354,0.33372,0.33346,0.6678,0.33334,0.33348,4
4245,-4.6873,0.42089,0.33342,0.333,0.33347,0.66783,0.3337,0.33368,4
4246,-4.5515,1.0859,0.33356,0.33399,0.3334,0.66754,0.33372,0.3336,4
4247,-5.0144,0.88057,0.3331,0.33347,0.33345,0.66747,0.33331,0.33319,4
4248,-4.7451,0.9166,0.33362,0.3338,0.33387,0.66758,0.33322,0.33396,4
4249,-4.4631,0.5195,0.33394,0.33334,0.33394,0.66764,0.33377,0.33311,4
4250,-4.9621,0.52098,0.33363,0.33302,0.33309,0.66745,0.3331,0.33355,4
4251,-4.5493,0.86008,0.33325,0.33318,0.33356,0.667,0.33302,0.33377,4
4252,-4.1984,1.0343,0.33326,0.33334,0.33397,0.66721,0.33329,0.33359,4
4253,-5.159,0.53158,0.33395,0.33306,0.33392,0.66758,0.33315,0.33383,4
4254,-4.54,0.73022,0.33347,0.33331,0.3336,0.66736,0.33382,0.33386,4
4255,-4.6087,0.81715,0.33332,0.33313,0.33314,0.66739,0.33375,0.33311,4
4256,-4.6031,1.0038,0.33314,0.33314,0.33374,0.66739,0.33393,0.33325,4
4257,-5.0099,0.76857,0.33374,0.33367,0.33328,0.66757,0.33349,0.33375,4
4258,-4.8779,0.95521,0.33397,0.33321,0.33337,0.66791,0.33334,0.33362,4
4259,-5.1603,0.6983,0.33349,0.33352,0.33391,0.66729,0.33379,0.3335,4
4260,-4.9669,1.3469,0.33389,0.33302,0.33388,0.66733,0.33367,0.33375,4
4261,-4.5052,0.82841,0.33346,0.33319,0.33336,0.66776,0.33345,0.33329,4
4262,-4.4522,0.5448,0.33381,0.33378,0.33346,0.66799,0.33331,0.33311,4
4263,-4.252,1.171,0.33317,0.3333,0.33386,0.6677,0.33352,0.33391,4
4264,-4.758,1.2935,0.33374,0.33337,0.33322,0.66717,0.33393,0.33322,4
4265,-4.2479,1.1447,0.33366,0.33343,0.33385,0.66735,0.33321,0.33384,4
4266,-4.4346,0.59921,0.33378,0.33339,0.33373,0.66719,0.33372,0.33354,4
4267,-4.2196,1.1938,0.33309,0.33349,0.33323,0.66738,0.33303,0.33341,4
4268,-4.728,1.0228,0.33386,0.33378,0.33377,0.66744,0.33372,0.33304,4
4269,-4.3586,0.59821,0.33389,0.33356,0.33303,0.66722,0.33393,0.33322,4
4270,-4.7016,1.337,0.33301,0.33322,0.33388,0.66742,0.33307,0.33369,4
4271,-4.1232,1.0696,0.33393,0.33371,0.33353,0.66786,0.33387,0.33308,4
4272,-4.9456,1.2011,0.33354,0.33393,0.33325,0.66731,0.33353,0.3338,4
4273,-5.0424,0.86745,0.33319,0.3331,0.33305,0.6678,0.33346,0.3335,4
4274,-4.3323,0.7539,0.33346,0.33366,0.33368,0.66778,0.33327,0.33396,4
4275,-4.8796,0.86782,0.33324,0.33352,0.33352,0.66724,0.33398,0.33319,4
4276,-4.5157,0.93684,0.33309,0.33391,0.33395,0.6675,0.33331,0.3336,4
4277,-4.4395,0.83984,0.33393,0.33318,0.33364,0.66777,0.3333,0.33328,4
4278,-5.0236,1.5501,0.3333,0.33301,0.33317,0.66704,0.33391,0.33392,4
4279,-4.9159,1.1921,0.33358,0.3336,0.33302,0.667,0.33376,0.33311,4
4280,-4.4529,0.71025,0.33365,0.33375,0.3331,0.66767,0.33349,0.3339,4
4281,-4.4006,1.4254,0.33379,0.33354,0.33366,0.66748,0.33338,0.33326,4
4282,-4.9751,0.70247,0.33387,0.33326,0.33372,0.66779,0.33313,0.33312,4
4283,-4.3225,1.0361,0.33399,0.33315,0.33362,0.667,0.33315,0.33381,4
4284,-4.6674,1.4175,0.33365,0.33329,0.33369,0.66741,0.33328,0.3337,4
4285,-4.9243,0.96235,0.33391,0.33391,0.3336,0.66713,0.33313,0.33306,4
4286,-4.9458,1.6188,0.33344,0.33354,0.33387,0.66792,0.33395,0.33361,4
4287,-4.1559,0.89347,0.33353,0.33392,0.33341,0.66792,0.33359,0.33321,4
4288,-4.0813,1.161,0.33392,0.33369,0.33392,0.66782,0.33362,0.33311,4
4289,-4.6256,1.0391,0.33358,0.33322,0.33348,0.66734,0.33374,0.33323,4
4290,-4.5351,1.3308,0.33398,0.33314,0.33304,0.66723,0.33343,0.3334,4
4291,-4.4572,1.5237,0.33335,0.33313,0.33351,0.66702,0.3339,0.33338,4
4292,-4.6255,0.90668,0.33358,0.33303,0.33343,0.66748,0.3331,0.33313,4
4293,-4.7478,0.79659,0.33307,0.33346,0.33381,0.66736,0.33393,0.33377,4
4294,-4.4077,0.93685,0.33358,0.33302,0.33363,0.66765,0.33395,0.33371,4
4295,-4.7221,1.054,0.33375,0.33342,0.33344,0.66752,0.3333,0.33329,4
4296,-4.2147,0.99757,0.33365,0.33348,0.33315,0.66798,0.33355,0.33303,4
4297,-4.6874,1.702,0.33383,0.33378,0.33312,0.66763,0.33371,0.3336,4
4298,-4.211,0.86947,0.33375,0.33311,0.33391,0.66751,0.33389,0.3338,4
4299,-4.403,1.1808,0.33315,0.33389,0.33376,0.66786,0.3334,0.33309,4
4300,-4.0612,1.6778,0.33385,0.33304,0.33379,0.668,0.33365,0.33341,4
4301,-4.1562,1.2534,0.33375,0.33346,0.33326,0.66712,0.33335,0.33366,4
4302,-4.3019,1.0511,0.33386,0.3333,0.33314,0.66708,0.33371,0.33366,4
4303,-4.8059,1.644,0.33343,0.33369,0.3335,0.66742,0.334,0.33376,4
4304,-4.3312,1.0276,0.33324,0.33334,0.33323,0.66705,0.33341,0.33346,4
4305,-4.8243,1.6387,0.33341,0.3332,0.33329,0.66746,0.33395,0.33353,4
4306,-4.4628,1.2766,0.33357,0.33349,0.3339,0.66723,0.3335,0.3336,4
4307,-3.9832,1.1072,0.33398,0.33371,0.33361,0.66747,0.33393,0.33357,4
4308,-4.4269,1.0398,0.33315,0.33396,0.33327,0.66701,0.3336,0.33317,4
4309,-4.1662,1.5702,0.33357,0.33302,0.33371,0.66795,0.33361,0.33308,4
4310,-4.6172,1.4316,0.33346,0.33354,0.33368,0.66717,0.33362,0.33396,4
4311,-4.6517,1.1861,0.33313,0.33383,0.33373,0.6676,0.33347,0.33307,4
4312,-4.092,2.0115,0.33364,0.33399,0.33397,0.66785,0.33329,0.33347,4
4313,-4.151,1.4851,0.33327,0.33349,0.33357,0.66792,0.33324,0.33354,4
4314,-4.3811,1.3454,0.33364,0.3336,0.33326,0.66721,0.33335,0.33338,4
4315,-4.3027,1.5825,0.33345,0.33332,0.33339,0.66705,0.33349,0.33382,4
4316,-4.1526,1.9433,0.33349,0.33302,0.33381,0.66796,0.33355,0.33362,4
4317,-4.2947,1.3592,0.33371,0.33382,0.33351,0.66701,0.33374,0.333,4
4318,-4.5627,1.2789,0.33342,0.333,0.33329,0.66734,0.33315,0.33389,4
4319,-4.0345,1.6096,0.33352,0.33362,0.33365,0.66705,0.33353,0.33366,4
4320,-4.1412,1.6796,0.33317,0.33372,0.33395,0.66774,0.33344,0.33356,4
4321,-4.4284,1.4153,0.33337,0.33342,0.33364,0.66704,0.3332,0.33312,4
4322,-4.0991,1.9984,0.33398,0.33323,0.33393,0.66706,0.33373,0.33347,4
4323,-4.4055,1.5704,0.33397,0.33393,0.33363,0.66776,0.33371,0.33367,4
4324,-4.4636,1.5152,0.33395,0.33305,0.33391,0.66748,0.33389,0.33396,4
4325,-4.7771,1.4555,0.33392,0.3333,0.33309,0.66722,0.33355,0.33387,4
4326,-4.4028,1.5366,0.3333,0.33395,0.33379,0.66767,0.33375,0.33352,4
4327,-4.5929,1.6394,0.33352,0.33364,0.33367,0.66716,0.3331,0.3334,4
4328,-3.9769,1.8812,0.33333,0.33382,0.33379,0.66736,0.3331,0.33394,4
4329,-4.4225,1.7858,0.3336,0.33312,0.33371,0.66705,0.33345,0.33323,4
4330,-4.3634,1.5733,0.33373,0.3335,0.33304,0.66747,0.33302,0.33316,4
4331,-4.2021,1.9445,0.33319,0.33365,0.33344,0.66735,0.33305,0.33334,4
4332,-3.9884,2.082,0.33357,0.33316,0.33348,0.66731,0.33353,0.33393,4
4333,-4.356,1.8573,0.33306,0.33333,0.3331,0.66704,0.33338,0.3339,4
4334,-4.0142,2.0451,0.33331,0.33367,0.33384,0.66788,0.33307,0.33315,4
4335,-4.1218,1.5839,0.3335,0.33343,0.3338,0.66718,0.33312,0.33356,4
4336,-4.002,1.3934,0.33389,0.33382,0.33355,0.66773,0.33373,0.33338,4
4337,-3.8383,1.715,0.33387,0.33359,0.33386,0.66782,0.33356,0.33382,4
4338,-4.4027,2.2352,0.33363,0.3334,0.33322,0.66718,0.33305,0.33334,4
4339,-4.6197,1.4569,0.33371,0.33362,0.33335,0.66792,0.33352,0.33353,4
4340,-3.8259,2.4092,0.33327,0.3339,0.33309,0.66703,0.33384,0.3331,4
4341,-4.6376,1.9719,0.3335,0.33372,0.33377,0.66712,0.33379,0.33348,4
4342,-4.6206,1.8553,0.33391,0.33376,0.33367,0.66753,0.33394,0.33306,4
4343,-3.9267,1.544,0.33323,0.33332,0.33375,0.66706,0.33351,0.33394,4
4344,-4.6849,1.5854,0.33342,0.3336,0.33347,0.66786,0.33376,0.33369,4
4345,-4.0939,2.2799,0.3331,0.33323,0.33324,0.66742,0.33356,0.3337,4
4346,-4.5785,2.2806,0.3336,0.33381,0.33329,0.66785,0.33386,0.33318,4
4347,-3.9656,2.4721,0.33359,0.33323,0.33384,0.66743,0.3334,0.33351,4
4348,-4.0684,1.8217,0.33391,0.33372,0.33328,0.667,0.33374,0.33302,4
4349,-3.8155,1.6028,0.33335,0.3332,0.3339,0.66735,0.33335,0.33307,4
4350,-4.3119,2.2024,0.33398,0.33356,0.33365,0.66724,0.33388,0.33344,4
4351,-3.8801,1.766,0.33312,0.3334,0.33312,0.66799,0.33329,0.33362,4
4352,-3.7365,2.311,0.33312,0.33364,0.3333,0.66782,0.33376,0.334,4
4353,-4.3877,1.8454,0.33357,0.33374,0.33336,0.66744,0.33355,0.3332,4
4354,-4.1769,2.1889,0.33341,0.33306,0.3338,0.66784,0.3333,0.33338,4
4355,-3.6729,2.3286,0.33305,0.33305,0.33301,0.66749,0.33388,0.33374,4
4356,-4.4491,1.6168,0.33312,0.33347,0.3335,0.66736,0.33341,0.33345,4
4357,-3.7808,2.1281,0.33368,0.3337,0.33348,0.6673,0.33354,0.33336,4
4358,-3.8059,2.4113,0.33374,0.33385,0.33346,0.66789,0.33338,0.33309,4
4359,-4.3174,2.0089,0.33355,0.33397,0.33393,0.66751,0.33397,0.33335,4
4360,-3.7936,2.4236,0.33339,0.33332,0.33371,0.66724,0.33332,0.33302,4
4361,-3.6873,2.2279,0.33366,0.33397,0.33321,0.66711,0.33352,0.33315,4
4362,-3.6583,2.1838,0.33365,0.33337,0.3339,0.66771,0.33322,0.33395,4
4363,-3.9739,2.2357,0.33367,0.33393,0.33343,0.66766,0.334,0.33389,4
4364,-4.3844,2.5282,0.33374,0.334,0.33347,0.6671,0.33317,0.33396,4
4365,-4.4075,2.0203,0.33322,0.33362,0.33381,0.6679,0.33347,0.3338,4
4366,-3.8736,1.9699,0.33378,0.3331,0.33327,0.6677,0.33325,0.33338,4
4367,-3.7704,2.0319,0.33385,0.33392,0.33389,0.6672,0.33319,0.33309,4
4368,-4.107,2.6645,0.33345,0.33316,0.3336,0.66704,0.33389,0.33362,4
4369,-4.0667,1.7556,0.33392,0.33315,0.33312,0.66709,0.33372,0.33346,4
4370,-4.168,1.9823,0.33356,0.33328,0.33326,0.66745,0.33378,0.33357,4
4371,-3.7102,2.7082,0.33324,0.33358,0.333,0.6671,0.33344,0.33316,4
4372,-3.5199,2.082,0.33323,0.33304,0.33395,0.66787,0.33387,0.33332,4
4373,-3.9188,2.3473,0.33358,0.33385,0.33399,0.6675,0.33352,0.33394,4
4374,-4.4395,2.2527,0.33326,0.33311,0.33361,0.66795,0.33384,0.33388,4
4375,-4.0047,2.6173,0.33357,0.33334,0.33395,0.66712,0.33316,0.33395,4
4376,-3.5389,2.5601,0.33352,0.33388,0.33303,0.66765,0.33305,0.33314,4
4377,-4.1299,1.997,0.33373,0.33324,0.3336,0.66777,0.33398,0.33372,4
4378,-4.076,1.9453,0.33398,0.33353,0.33373,0.66763,0.33375,0.33353,4
4379,-3.7382,2.3078,0.3334,0.33344,0.33356,0.66755,0.33396,0.33316,4
4380,-4.2814,1.9248,0.33302,0.33361,0.33334,0.66774,0.33393,0.33385,4
4381,-4.0266,2.7524,0.33374,0.33346,0.33362,0.66748,0.33343,0.33343,4
4382,-3.8374,2.0695,0.33374,0.334,0.3338,0.66791,0.33337,0.3334,4
4383,-3.7046,2.1997,0.33333,0.33359,0.33305,0.66715,0.33376,0.33393,4
4384,-3.6865,2.2469,0.33307,0.33313,0.3339,0.6674,0.33365,0.33301,4
4385,-3.5382,2.4209,0.33305,0.33312,0.33305,0.66701,0.33357,0.33319,4
4386,-3.7444,2.203,0.33337,0.33304,0.33392,0.66734,0.33365,0.3336,4
4387,-4.0481,2.5556,0.33343,0.33342,0.33309,0.66732,0.33339,0.33312,4
4388,-3.6644,2.6859,0.33327,0.33314,0.33354,0.66736,0.3335,0.33392,4
4389,-3.8728,2.3828,0.33379,0.33333,0.33389,0.66799,0.33301,0.33337,4
4390,-3.9045,2.6959,0.33342,0.33358,0.33357,0.66749,0.33389,0.33379,4
4391,-3.5817,2.4492,0.3335,0.33338,0.33333,0.66791,0.33385,0.33365,4
4392,-4.3266,2.1334,0.33396,0.33312,0.33333,0.66719,0.33343,0.33334,4
4393,-4.1943,2.8606,0.33342,0.33353,0.33371,0.66706,0.33322,0.33335,4
4394,-4.2134,2.2956,0.33346,0.33396,0.33305,0.66781,0.33366,0.33305,4
4395,-4.2748,2.0629,0.33331,0.33376,0.33347,0.66734,0.33343,0.33332,4
4396,-3.8416,2.8708,0.33398,0.33318,0.33376,0.66764,0.33377,0.33391,4
4397,-3.4419,2.1767,0.33378,0.33329,0.3335,0.66746,0.33383,0.33388,4
4398,-3.9447,3.0525,0.33326,0.33374,0.33369,0.66764,0.33365,0.33345,4
4399,-3.6794,2.4853,0.33327,0.33368,0.33384,0.66706,0.33335,0.3338,4
4400,-3.6622,2.6904,0.33346,0.33351,0.33311,0.6677,0.33326,0.33307,4
4401,-3.3901,2.993,0.33388,0.33399,0.33304,0.66767,0.33328,0.33375,4
4402,-4.1814,2.3538,0.33342,0.33345,0.33394,0.66746,0.33317,0.334,4
4403,-4.121,2.3346,0.33348,0.33392,0.33318,0.66761,0.33385,0.33311,4
4404,-3.3375,2.1442,0.33385,0.33368,0.33344,0.6678,0.33386,0.33316,4
4405,-3.5156,2.8089,0.3339,0.33399,0.33394,0.66732,0.33319,0.33304,4
4406,-3.6085,2.8084,0.334,0.33341,0.33392,0.66778,0.33306,0.33308,4
4407,-3.9928,2.3857,0.33314,0.33376,0.33315,0.66722,0.33339,0.33311,4
4408,-3.4664,2.6087,0.33395,0.33303,0.33338,0.66767,0.33309,0.333,4
4409,-3.8054,2.9045,0.33327,0.33397,0.33368,0.6679,0.33347,0.33329,4
4410,-3.2867,2.6438,0.33389,0.3339,0.33312,0.66707,0.33363,0.33305,4
4411,-3.6589,2.3333,0.33344,0.3333,0.33388,0.66763,0.33362,0.33377,4
4412,-3.3095,2.7597,0.33351,0.33301,0.33309,0.66787,0.33372,0.33398,4
4413,-3.8376,2.6691,0.33365,0.33381,0.33307,0.66793,0.33302,0.33339,4
4414,-3.6746,2.5931,0.33363,0.33379,0.33388,0.6677,0.33377,0.3337,4
4415,-3.9264,3.1197,0.33352,0.33322,0.33302,0.66739,0.33379,0.3335,4
4416,-3.6606,3.064,0.33334,0.33389,0.33382,0.66752,0.33308,0.33392,4
4417,-3.6727,2.6972,0.33342,0.33357,0.33315,0.66782,0.33393,0.33352,4
4418,-3.3916,2.3289,0.33388,0.33302,0.33328,0.66789,0.33349,0.33308,4
4419,-3.4167,2.6873,0.33383,0.33353,0.33315,0.66702,0.33381,0.33384,4
4420,-3.4345,3.03,0.33357,0.33341,0.33358,0.66773,0.33309,0.33312,4
4421,-3.1898,3.0188,0.33369,0.33381,0.33365,0.66787,0.33356,0.33361,4
4422,-3.2774,2.4576,0.33352,0.33327,0.33377,0.66788,0.33344,0.33367,4
